X_id,Event_Unique_Id,Occurrence_year,Division,Homicide_Type,Occurrence_Date,Hood_ID,Neighbourhood,ObjectId,geometry
742,GO-20131032372,2013,D23,Shooting,2013-11-24T00:00:00,2,Mount Olive-Silverstone-Jamestown (2),742,"{'type': 'MultiPoint', 'coordinates': [[-79.58578825, 43.75097753]]}"
743,2064605,2007,D42,Stabbing,2007-06-25T00:00:00,131,Rouge (131),743,"{'type': 'MultiPoint', 'coordinates': [[-79.21787789, 43.82286837]]}"
744,GO-20172057548,2017,D51,Shooting,2017-11-13T00:00:00,73,Moss Park (73),744,"{'type': 'MultiPoint', 'coordinates': [[-79.36597615, 43.65944077]]}"
745,3386271,2009,D12,Other,2009-05-20T00:00:00,111,Rockcliffe-Smythe (111),745,"{'type': 'MultiPoint', 'coordinates': [[-79.4824201, 43.68373474]]}"
746,2122523,2007,D42,Shooting,2007-07-04T00:00:00,131,Rouge (131),746,"{'type': 'MultiPoint', 'coordinates': [[-79.15380976, 43.79764408]]}"
747,GO-20173181653,2017,D42,Other,2017-12-12T00:00:00,132,Malvern (132),747,"{'type': 'MultiPoint', 'coordinates': [[-79.21116678, 43.81185502]]}"
748,GO-20143392120,2014,D53,Stabbing,2014-11-29T00:00:00,55,Thorncliffe Park (55),748,"{'type': 'MultiPoint', 'coordinates': [[-79.34134662, 43.70801788]]}"
749,2773144,2008,D31,Shooting,2008-07-26T00:00:00,23,Pelmo Park-Humberlea (23),749,"{'type': 'MultiPoint', 'coordinates': [[-79.51052201, 43.71474137]]}"
750,GO-20173205177,2017,D51,Shooting,2017-12-16T00:00:00,77,Waterfront Communities-The Island (77),750,"{'type': 'MultiPoint', 'coordinates': [[-79.37074933, 43.64783612]]}"
751,GO-20143392120,2014,D53,Stabbing,2014-11-29T00:00:00,55,Thorncliffe Park (55),751,"{'type': 'MultiPoint', 'coordinates': [[-79.34134662, 43.70801788]]}"
752,2605554,2008,D12,Shooting,2008-07-27T00:00:00,110,Keelesdale-Eglinton West (110),752,"{'type': 'MultiPoint', 'coordinates': [[-79.47714236, 43.68967013]]}"
753,GO-201817532,2018,D23,Other,2018-01-03T00:00:00,7,Willowridge-Martingrove-Richview (7),753,"{'type': 'MultiPoint', 'coordinates': [[-79.56316615, 43.6814985]]}"
754,GO-20143392120,2014,D53,Stabbing,2014-11-29T00:00:00,55,Thorncliffe Park (55),754,"{'type': 'MultiPoint', 'coordinates': [[-79.34134662, 43.70801788]]}"
755,2869738,2008,D51,Stabbing,2008-08-02T00:00:00,73,Moss Park (73),755,"{'type': 'MultiPoint', 'coordinates': [[-79.37008264, 43.65616228]]}"
756,GO-201854152,2018,D23,Shooting,2018-01-09T00:00:00,8,Humber Heights-Westmount (8),756,"{'type': 'MultiPoint', 'coordinates': [[-79.5173064, 43.69461525]]}"
757,GO-20143310199,2014,D52,Shooting,2014-11-16T00:00:00,76,Bay Street Corridor (76),757,"{'type': 'MultiPoint', 'coordinates': [[-79.38601979, 43.65524051]]}"
758,2761191,2008,D14,Other,2008-08-03T00:00:00,86,Roncesvalles (86),758,"{'type': 'MultiPoint', 'coordinates': [[-79.43532226, 43.64420447]]}"
759,152518,2004,D31,Stabbing,2004-02-20T00:00:00,26,Downsview-Roding-CFB (26),759,"{'type': 'MultiPoint', 'coordinates': [[-79.50859475, 43.72091645]]}"
760,GO-20143420091,2014,D51,Stabbing,2014-12-01T00:00:00,71,Cabbagetown-South St.James Town (71),760,"{'type': 'MultiPoint', 'coordinates': [[-79.37373773, 43.66729501]]}"
761,2919665,2008,D55,Stabbing,2008-08-03T00:00:00,64,Woodbine Corridor (64),761,"{'type': 'MultiPoint', 'coordinates': [[-79.3132025, 43.67017932]]}"
762,GO-2018113424,2018,D22,Shooting,2018-01-19T00:00:00,11,Eringate-Centennial-West Deane (11),762,"{'type': 'MultiPoint', 'coordinates': [[-79.56837973, 43.65939746]]}"
763,GO-20143423102,2014,D41,Stabbing,2014-12-04T00:00:00,127,Bendale (127),763,"{'type': 'MultiPoint', 'coordinates': [[-79.25478482, 43.74552239]]}"
764,2756711,2008,D42,Shooting,2008-08-10T00:00:00,128,Agincourt South-Malvern West (128),764,"{'type': 'MultiPoint', 'coordinates': [[-79.25723979, 43.7873913]]}"
765,GO-2018113424,2018,D22,Shooting,2018-01-19T00:00:00,11,Eringate-Centennial-West Deane (11),765,"{'type': 'MultiPoint', 'coordinates': [[-79.56837973, 43.65939746]]}"
766,GO-20143455828,2014,D11,Stabbing,2014-12-09T00:00:00,88,High Park North (88),766,"{'type': 'MultiPoint', 'coordinates': [[-79.46818422, 43.65633298]]}"
767,2891170,2008,D32,Shooting,2008-08-24T00:00:00,37,Willowdale West (37),767,"{'type': 'MultiPoint', 'coordinates': [[-79.43873547, 43.76446008]]}"
768,GO-2018183793,2018,D51,Stabbing,2018-01-29T00:00:00,76,Bay Street Corridor (76),768,"{'type': 'MultiPoint', 'coordinates': [[-79.38411783, 43.66390399]]}"
769,GO-20143536404,2014,D14,Other,2014-12-15T00:00:00,84,Little Portugal (84),769,"{'type': 'MultiPoint', 'coordinates': [[-79.42433577, 43.64309601]]}"
770,2928965,2008,D42,Shooting,2008-08-26T00:00:00,132,Malvern (132),770,"{'type': 'MultiPoint', 'coordinates': [[-79.22664531, 43.8051811]]}"
771,GO-2018104863,2017,D53,Other,2017-12-31T00:00:00,55,Thorncliffe Park (55),771,"{'type': 'MultiPoint', 'coordinates': [[-79.34134662, 43.70801788]]}"
772,GO-201555992,2015,D51,Stabbing,2015-01-10T00:00:00,75,Church-Yonge Corridor (75),772,"{'type': 'MultiPoint', 'coordinates': [[-79.37667701, 43.66241871]]}"
773,2597314,2008,D23,Other,2008-05-28T00:00:00,1,West Humber-Clairville (1),773,"{'type': 'MultiPoint', 'coordinates': [[-79.59257596, 43.71653266]]}"
774,2986087,2008,D51,Other,2008-08-22T00:00:00,77,Waterfront Communities-The Island (77),774,"{'type': 'MultiPoint', 'coordinates': [[-79.35614371, 43.64920871]]}"
775,2881742,2008,D33,Stabbing,2008-09-02T00:00:00,52,Bayview Village (52),775,"{'type': 'MultiPoint', 'coordinates': [[-79.37913184, 43.76594753]]}"
776,2406153,2008,D12,Shooting,2008-09-08T00:00:00,110,Keelesdale-Eglinton West (110),776,"{'type': 'MultiPoint', 'coordinates': [[-79.46939587, 43.69142738]]}"
777,2386684,2008,D31,Stabbing,2008-09-08T00:00:00,22,Humbermede (22),777,"{'type': 'MultiPoint', 'coordinates': [[-79.54234005, 43.752091]]}"
778,2922744,2008,D31,Shooting,2008-09-09T00:00:00,29,Maple Leaf (29),778,"{'type': 'MultiPoint', 'coordinates': [[-79.48127397, 43.72273162]]}"
779,2747960,2008,D31,Shooting,2008-09-16T00:00:00,24,Black Creek (24),779,"{'type': 'MultiPoint', 'coordinates': [[-79.5187813, 43.7619181]]}"
780,2909162,2008,D42,Stabbing,2008-09-16T00:00:00,118,Tam O'Shanter-Sullivan (118),780,"{'type': 'MultiPoint', 'coordinates': [[-79.2873864, 43.78173374]]}"
781,2954481,2008,D31,Shooting,2008-09-22T00:00:00,25,Glenfield-Jane Heights (25),781,"{'type': 'MultiPoint', 'coordinates': [[-79.51414941, 43.7554738]]}"
782,2395868,2008,D22,Shooting,2008-10-03T00:00:00,9,Edenbridge-Humber Valley (9),782,"{'type': 'MultiPoint', 'coordinates': [[-79.51141912, 43.68396393]]}"
783,2875476,2008,D31,Other,2008-09-24T00:00:00,26,Downsview-Roding-CFB (26),783,"{'type': 'MultiPoint', 'coordinates': [[-79.4901831, 43.73471251]]}"
784,3044970,2008,D31,Shooting,2008-10-09T00:00:00,26,Downsview-Roding-CFB (26),784,"{'type': 'MultiPoint', 'coordinates': [[-79.51410965, 43.72063505]]}"
785,2386395,2008,D14,Other,2008-10-11T00:00:00,82,Niagara (82),785,"{'type': 'MultiPoint', 'coordinates': [[-79.39948839, 43.63339968]]}"
786,2897918,2008,D42,Stabbing,2008-10-13T00:00:00,131,Rouge (131),786,"{'type': 'MultiPoint', 'coordinates': [[-79.16673861, 43.8075542]]}"
787,2897918,2008,D42,Stabbing,2008-10-13T00:00:00,131,Rouge (131),787,"{'type': 'MultiPoint', 'coordinates': [[-79.16673861, 43.8075542]]}"
788,2823465,2008,D43,Shooting,2008-10-14T00:00:00,139,Scarborough Village (139),788,"{'type': 'MultiPoint', 'coordinates': [[-79.22512248, 43.7417914]]}"
789,2440245,2008,D55,Shooting,2008-10-25T00:00:00,70,South Riverdale (70),789,"{'type': 'MultiPoint', 'coordinates': [[-79.33018425, 43.66323875]]}"
790,3023273,2008,D32,Shooting,2008-10-25T00:00:00,33,Clanton Park (33),790,"{'type': 'MultiPoint', 'coordinates': [[-79.44008342, 43.75409356]]}"
791,2373236,2008,D14,Other,2008-08-28T00:00:00,78,Kensington-Chinatown (78),791,"{'type': 'MultiPoint', 'coordinates': [[-79.40110737, 43.65227394]]}"
792,2863291,2008,D43,Stabbing,2008-11-18T00:00:00,135,Morningside (135),792,"{'type': 'MultiPoint', 'coordinates': [[-79.21790293, 43.77080779]]}"
793,2863291,2008,D43,Stabbing,2008-11-18T00:00:00,135,Morningside (135),793,"{'type': 'MultiPoint', 'coordinates': [[-79.21790293, 43.77080779]]}"
794,2863291,2008,D43,Stabbing,2008-11-18T00:00:00,135,Morningside (135),794,"{'type': 'MultiPoint', 'coordinates': [[-79.21790293, 43.77080779]]}"
795,2739826,2008,D22,Other,2008-11-23T00:00:00,13,Etobicoke West Mall (13),795,"{'type': 'MultiPoint', 'coordinates': [[-79.57217757, 43.6523955]]}"
796,3049956,2008,D33,Shooting,2008-11-26T00:00:00,43,Victoria Village (43),796,"{'type': 'MultiPoint', 'coordinates': [[-79.30975281, 43.74214362]]}"
797,2439136,2008,D22,Stabbing,2008-12-03T00:00:00,18,New Toronto (18),797,"{'type': 'MultiPoint', 'coordinates': [[-79.50886163, 43.60153841]]}"
798,2873166,2008,D12,Stabbing,2008-12-06T00:00:00,112,Beechborough-Greenbrook (112),798,"{'type': 'MultiPoint', 'coordinates': [[-79.47089462, 43.69660081]]}"
799,3103211,2008,D41,Other,2008-12-25T00:00:00,119,Wexford/Maryvale (119),799,"{'type': 'MultiPoint', 'coordinates': [[-79.27886224, 43.73286173]]}"
800,3148206,2009,D31,Shooting,2009-01-03T00:00:00,21,Humber Summit (21),800,"{'type': 'MultiPoint', 'coordinates': [[-79.5529431, 43.75144038]]}"
801,3100835,2009,D33,Shooting,2009-01-04T00:00:00,42,Banbury-Don Mills (42),801,"{'type': 'MultiPoint', 'coordinates': [[-79.35523422, 43.74094056]]}"
802,3118823,2009,D54,Other,2009-01-06T00:00:00,44,Flemingdon Park (44),802,"{'type': 'MultiPoint', 'coordinates': [[-79.32651088, 43.71774082]]}"
803,3167296,2009,D12,Stabbing,2009-01-16T00:00:00,91,Weston-Pellam Park (91),803,"{'type': 'MultiPoint', 'coordinates': [[-79.46065807, 43.67068681]]}"
804,3043662,2009,D12,Shooting,2009-01-20T00:00:00,110,Keelesdale-Eglinton West (110),804,"{'type': 'MultiPoint', 'coordinates': [[-79.47431999, 43.68851935]]}"
805,3065148,2009,D12,Shooting,2009-02-01T00:00:00,113,Weston (113),805,"{'type': 'MultiPoint', 'coordinates': [[-79.51127669, 43.69834448]]}"
806,2874543,2009,D41,Shooting,2009-02-10T00:00:00,135,Morningside (135),806,"{'type': 'MultiPoint', 'coordinates': [[-79.20566536, 43.78568446]]}"
807,3219115,2009,D31,Shooting,2009-02-22T00:00:00,24,Black Creek (24),807,"{'type': 'MultiPoint', 'coordinates': [[-79.51163274, 43.76604243]]}"
808,3096999,2009,D41,Other,2009-07-11T00:00:00,126,Dorset Park (126),826,"{'type': 'MultiPoint', 'coordinates': [[-79.28590936, 43.77157355]]}"
809,2904889,2009,D12,Shooting,2009-02-26T00:00:00,110,Keelesdale-Eglinton West (110),808,"{'type': 'MultiPoint', 'coordinates': [[-79.47714236, 43.68967013]]}"
810,3082434,2009,D41,Shooting,2009-02-28T00:00:00,126,Dorset Park (126),809,"{'type': 'MultiPoint', 'coordinates': [[-79.27624626, 43.75322647]]}"
811,3180676,2009,D31,Stabbing,2009-03-12T00:00:00,24,Black Creek (24),810,"{'type': 'MultiPoint', 'coordinates': [[-79.52630213, 43.76112761]]}"
812,3159164,2009,D41,Stabbing,2009-04-02T00:00:00,124,Kennedy Park (124),811,"{'type': 'MultiPoint', 'coordinates': [[-79.26204991, 43.72591499]]}"
813,3233433,2009,D55,Stabbing,2009-04-17T00:00:00,70,South Riverdale (70),812,"{'type': 'MultiPoint', 'coordinates': [[-79.33413241, 43.66585945]]}"
814,3104776,2009,D12,Shooting,2009-04-21T00:00:00,110,Keelesdale-Eglinton West (110),813,"{'type': 'MultiPoint', 'coordinates': [[-79.47238082, 43.68399832]]}"
815,3185090,2009,D12,Shooting,2009-04-22T00:00:00,111,Rockcliffe-Smythe (111),814,"{'type': 'MultiPoint', 'coordinates': [[-79.49878472, 43.68447757]]}"
816,3103646,2009,D11,Shooting,2009-05-01T00:00:00,114,Lambton Baby Point (114),815,"{'type': 'MultiPoint', 'coordinates': [[-79.50345064, 43.6638912]]}"
817,3201614,2009,D14,Stabbing,2009-05-05T00:00:00,84,Little Portugal (84),816,"{'type': 'MultiPoint', 'coordinates': [[-79.43697295, 43.6499839]]}"
818,3059077,2009,D12,Shooting,2009-05-11T00:00:00,111,Rockcliffe-Smythe (111),817,"{'type': 'MultiPoint', 'coordinates': [[-79.50042135, 43.66800509]]}"
819,3330600,2009,D55,Stabbing,2009-05-20T00:00:00,70,South Riverdale (70),818,"{'type': 'MultiPoint', 'coordinates': [[-79.35088962, 43.65863192]]}"
820,3386271,2009,D23,Stabbing,2009-05-20T00:00:00,111,Rockcliffe-Smythe (111),819,"{'type': 'MultiPoint', 'coordinates': [[-79.4824201, 43.68373474]]}"
821,3250588,2009,D12,Stabbing,2009-06-15T00:00:00,6,Kingsview Village-The Westway (6),820,"{'type': 'MultiPoint', 'coordinates': [[-79.55211794, 43.69579839]]}"
822,3420102,2009,D32,Other,2009-06-17T00:00:00,31,Yorkdale-Glen Park (31),821,"{'type': 'MultiPoint', 'coordinates': [[-79.46758942, 43.71572986]]}"
823,3155134,2009,D51,Stabbing,2009-06-21T00:00:00,70,South Riverdale (70),822,"{'type': 'MultiPoint', 'coordinates': [[-79.35244174, 43.64531212]]}"
824,3155134,2009,D51,Stabbing,2009-06-21T00:00:00,70,South Riverdale (70),823,"{'type': 'MultiPoint', 'coordinates': [[-79.35244174, 43.64531212]]}"
825,3041325,2009,D55,Other,2009-05-09T00:00:00,65,Greenwood-Coxwell (65),824,"{'type': 'MultiPoint', 'coordinates': [[-79.32014233, 43.66833167]]}"
826,3440867,2009,D31,Other,2009-07-07T00:00:00,25,Glenfield-Jane Heights (25),825,"{'type': 'MultiPoint', 'coordinates': [[-79.51070535, 43.7348302]]}"
827,3501395,2009,D43,Shooting,2009-07-19T00:00:00,131,Rouge (131),827,"{'type': 'MultiPoint', 'coordinates': [[-79.12805525, 43.79381376]]}"
828,3139087,2009,D42,Stabbing,2009-07-20T00:00:00,118,Tam O'Shanter-Sullivan (118),828,"{'type': 'MultiPoint', 'coordinates': [[-79.29875075, 43.78370141]]}"
829,3523913,2009,D14,Shooting,2009-07-25T00:00:00,79,University (79),829,"{'type': 'MultiPoint', 'coordinates': [[-79.40743417, 43.66591416]]}"
830,3505649,2009,D53,Shooting,2009-08-01T00:00:00,95,Annex (95),830,"{'type': 'MultiPoint', 'coordinates': [[-79.39539614, 43.67190098]]}"
831,3523721,2009,D23,Shooting,2009-08-02T00:00:00,1,West Humber-Clairville (1),831,"{'type': 'MultiPoint', 'coordinates': [[-79.60633187, 43.75501571]]}"
832,GO-2018104863,2017,D52,Other,2017-12-31T00:00:00,55,Thorncliffe Park (55),832,"{'type': 'MultiPoint', 'coordinates': [[-79.34134662, 43.70801788]]}"
833,GO-2018104863,2016,D53,Other,2016-04-22T00:00:00,55,Thorncliffe Park (55),833,"{'type': 'MultiPoint', 'coordinates': [[-79.34134662, 43.70801788]]}"
834,GO-201599853,2015,D32,Stabbing,2015-01-17T00:00:00,50,Newtonbrook East (50),834,"{'type': 'MultiPoint', 'coordinates': [[-79.41263324, 43.78133687]]}"
835,GO-20173201016,2017,D33,Other,2017-12-15T00:00:00,40,St.Andrew-Windfields (40),835,"{'type': 'MultiPoint', 'coordinates': [[-79.38214166, 43.75788982]]}"
836,GO-20173201016,2017,D33,Other,2017-12-15T00:00:00,40,St.Andrew-Windfields (40),836,"{'type': 'MultiPoint', 'coordinates': [[-79.38214166, 43.75788982]]}"
837,GO-2015159448,2015,D32,Shooting,2015-01-27T00:00:00,31,Yorkdale-Glen Park (31),837,"{'type': 'MultiPoint', 'coordinates': [[-79.44932805, 43.72085817]]}"
838,GO-2018249547,2018,D33,Shooting,2018-02-08T00:00:00,52,Bayview Village (52),838,"{'type': 'MultiPoint', 'coordinates': [[-79.3873481, 43.78072585]]}"
839,GO-2015179790,2015,D14,Shooting,2015-01-31T00:00:00,78,Kensington-Chinatown (78),839,"{'type': 'MultiPoint', 'coordinates': [[-79.40396219, 43.65177254]]}"
840,GO-2018289167,2018,D43,Shooting,2018-02-15T00:00:00,134,Highland Creek (134),840,"{'type': 'MultiPoint', 'coordinates': [[-79.17240665, 43.78218914]]}"
841,GO-2015205271,2015,D41,Other,2015-02-04T00:00:00,120,Clairlea-Birchmount (120),841,"{'type': 'MultiPoint', 'coordinates': [[-79.26216985, 43.71255433]]}"
842,GO-2018366454,2018,D13,Other,2018-02-26T00:00:00,94,Wychwood (94),842,"{'type': 'MultiPoint', 'coordinates': [[-79.41705063, 43.68010447]]}"
843,GO-2015346652,2015,D55,Shooting,2015-02-28T00:00:00,64,Woodbine Corridor (64),843,"{'type': 'MultiPoint', 'coordinates': [[-79.32085134, 43.68394391]]}"
844,GO-2018393677,2018,D31,Shooting,2018-03-02T00:00:00,24,Black Creek (24),844,"{'type': 'MultiPoint', 'coordinates': [[-79.52036423, 43.76882728]]}"
845,GO-2015346652,2015,D55,Shooting,2015-02-28T00:00:00,64,Woodbine Corridor (64),845,"{'type': 'MultiPoint', 'coordinates': [[-79.32085134, 43.68394391]]}"
846,GO-2018413955,2018,D33,Stabbing,2018-03-06T00:00:00,45,Parkwoods-Donalda (45),846,"{'type': 'MultiPoint', 'coordinates': [[-79.34718858, 43.76175183]]}"
847,GO-2015453427,2015,D23,Shooting,2015-03-17T00:00:00,6,Kingsview Village-The Westway (6),847,"{'type': 'MultiPoint', 'coordinates': [[-79.54863788, 43.70132673]]}"
848,GO-2018444497,2018,D23,Shooting,2018-03-10T00:00:00,2,Mount Olive-Silverstone-Jamestown (2),848,"{'type': 'MultiPoint', 'coordinates': [[-79.58812551, 43.74631642]]}"
849,GO-2015473322,2015,D23,Stabbing,2015-03-21T00:00:00,7,Willowridge-Martingrove-Richview (7),849,"{'type': 'MultiPoint', 'coordinates': [[-79.57037025, 43.67633938]]}"
850,GO-2018484039,2018,D23,Shooting,2018-03-16T00:00:00,8,Humber Heights-Westmount (8),850,"{'type': 'MultiPoint', 'coordinates': [[-79.5173064, 43.69461525]]}"
851,GO-2015457868,2015,D22,Other,2015-03-18T00:00:00,17,Mimico (includes Humber Bay Shores) (17),851,"{'type': 'MultiPoint', 'coordinates': [[-79.48323001, 43.62051242]]}"
852,GO-2018489653,2018,D32,Shooting,2018-03-17T00:00:00,31,Yorkdale-Glen Park (31),852,"{'type': 'MultiPoint', 'coordinates': [[-79.45547639, 43.71764066]]}"
853,GO-2015531511,2015,D23,Shooting,2015-03-30T00:00:00,2,Mount Olive-Silverstone-Jamestown (2),853,"{'type': 'MultiPoint', 'coordinates': [[-79.58637766, 43.73250887]]}"
854,GO-2018489653,2018,D32,Shooting,2018-03-17T00:00:00,31,Yorkdale-Glen Park (31),854,"{'type': 'MultiPoint', 'coordinates': [[-79.45547639, 43.71764066]]}"
855,GO-2015618195,2015,D13,Other,2015-04-14T00:00:00,92,Corso Italia-Davenport (92),855,"{'type': 'MultiPoint', 'coordinates': [[-79.43971621, 43.6786921]]}"
856,GO-2018619032,2018,D41,Shooting,2018-04-06T00:00:00,45,Parkwoods-Donalda (45),856,"{'type': 'MultiPoint', 'coordinates': [[-79.31812314, 43.76451458]]}"
857,GO-2015669864,2015,D41,Stabbing,2015-04-23T00:00:00,122,Birchcliffe-Cliffside (122),857,"{'type': 'MultiPoint', 'coordinates': [[-79.26366309, 43.69206823]]}"
858,GO-2018639035,2018,D54,Stabbing,2018-04-10T00:00:00,58,Old East York (58),858,"{'type': 'MultiPoint', 'coordinates': [[-79.34307626, 43.6947226]]}"
859,GO-2015586781,2015,D54,Other,2015-04-09T00:00:00,61,Taylor-Massey (61),859,"{'type': 'MultiPoint', 'coordinates': [[-79.30344054, 43.69512936]]}"
860,GO-2018711594,2018,D41,Stabbing,2018-04-21T00:00:00,124,Kennedy Park (124),860,"{'type': 'MultiPoint', 'coordinates': [[-79.25243361, 43.72779384]]}"
861,GO-2015767516,2015,D43,Stabbing,2015-05-08T00:00:00,136,West Hill (136),861,"{'type': 'MultiPoint', 'coordinates': [[-79.18251531, 43.76302291]]}"
862,GO-2018725711,2018,D32,Other,2018-04-23T00:00:00,38,Lansing-Westgate (38),862,"{'type': 'MultiPoint', 'coordinates': [[-79.41051878, 43.75994738]]}"
863,GO-2015831181,2015,D54,Shooting,2015-05-19T00:00:00,65,Greenwood-Coxwell (65),863,"{'type': 'MultiPoint', 'coordinates': [[-79.32472818, 43.68311648]]}"
864,GO-2015819674,2015,D11,Other,2015-05-17T00:00:00,93,Dovercourt-Wallace Emerson-Junction (93),864,"{'type': 'MultiPoint', 'coordinates': [[-79.45238466, 43.66549693]]}"
865,GO-2015843494,2015,D11,Shooting,2015-05-20T00:00:00,93,Dovercourt-Wallace Emerson-Junction (93),865,"{'type': 'MultiPoint', 'coordinates': [[-79.44770883, 43.65977965]]}"
866,GO-2015870230,2015,D43,Stabbing,2015-05-25T00:00:00,137,Woburn (137),866,"{'type': 'MultiPoint', 'coordinates': [[-79.23522673, 43.75772044]]}"
867,GO-2015916307,2015,D43,Shooting,2015-06-01T00:00:00,137,Woburn (137),867,"{'type': 'MultiPoint', 'coordinates': [[-79.23522673, 43.75772044]]}"
868,GO-2015922149,2015,D54,Stabbing,2015-05-30T00:00:00,60,Woodbine-Lumsden (60),868,"{'type': 'MultiPoint', 'coordinates': [[-79.31236897, 43.68947822]]}"
869,GO-2015926649,2015,D51,Stabbing,2015-06-03T00:00:00,75,Church-Yonge Corridor (75),869,"{'type': 'MultiPoint', 'coordinates': [[-79.37771935, 43.65196319]]}"
870,GO-2015988808,2015,D12,Other,2015-06-12T00:00:00,111,Rockcliffe-Smythe (111),870,"{'type': 'MultiPoint', 'coordinates': [[-79.49412358, 43.67258753]]}"
871,GO-20151086599,2015,D14,Shooting,2015-06-28T00:00:00,84,Little Portugal (84),871,"{'type': 'MultiPoint', 'coordinates': [[-79.42281418, 43.64123734]]}"
872,GO-20151086599,2015,D14,Shooting,2015-06-28T00:00:00,84,Little Portugal (84),872,"{'type': 'MultiPoint', 'coordinates': [[-79.42281418, 43.64123734]]}"
873,GO-20151182401,2015,D43,Stabbing,2015-07-12T00:00:00,123,Cliffcrest (123),873,"{'type': 'MultiPoint', 'coordinates': [[-79.22675432, 43.73002166]]}"
874,GO-20151178239,2015,D13,Other,2015-07-10T00:00:00,93,Dovercourt-Wallace Emerson-Junction (93),874,"{'type': 'MultiPoint', 'coordinates': [[-79.44725452, 43.66881017]]}"
875,GO-20151325557,2015,D51,Stabbing,2015-08-03T00:00:00,74,North St.James Town (74),875,"{'type': 'MultiPoint', 'coordinates': [[-79.37036718, 43.67025828]]}"
876,GO-20151330701,2015,D14,Shooting,2015-08-04T00:00:00,82,Niagara (82),876,"{'type': 'MultiPoint', 'coordinates': [[-79.42488998, 43.63268619]]}"
877,GO-20151330701,2015,D14,Shooting,2015-08-04T00:00:00,82,Niagara (82),877,"{'type': 'MultiPoint', 'coordinates': [[-79.42488998, 43.63268619]]}"
878,GO-20151352151,2015,D12,Stabbing,2015-08-07T00:00:00,91,Weston-Pellam Park (91),878,"{'type': 'MultiPoint', 'coordinates': [[-79.46385125, 43.67657424]]}"
879,GO-20151362027,2015,D52,Shooting,2015-08-09T00:00:00,76,Bay Street Corridor (76),879,"{'type': 'MultiPoint', 'coordinates': [[-79.38316368, 43.65431877]]}"
880,GO-20151423810,2015,D51,Shooting,2015-08-19T00:00:00,73,Moss Park (73),880,"{'type': 'MultiPoint', 'coordinates': [[-79.36947164, 43.65865872]]}"
881,GO-20151428790,2015,D12,Shooting,2015-08-19T00:00:00,28,Rustic (28),881,"{'type': 'MultiPoint', 'coordinates': [[-79.50407537, 43.71413802]]}"
882,GO-20151158745,2015,D23,Shooting,2015-07-09T00:00:00,2,Mount Olive-Silverstone-Jamestown (2),882,"{'type': 'MultiPoint', 'coordinates': [[-79.58637766, 43.73250887]]}"
883,GO-20151536584,2015,D12,Stabbing,2015-09-06T00:00:00,111,Rockcliffe-Smythe (111),883,"{'type': 'MultiPoint', 'coordinates': [[-79.49971721, 43.67823964]]}"
884,GO-20151577444,2015,D43,Stabbing,2015-09-12T00:00:00,136,West Hill (136),884,"{'type': 'MultiPoint', 'coordinates': [[-79.19639419, 43.76614804]]}"
885,GO-20151641806,2015,D43,Stabbing,2015-09-22T00:00:00,135,Morningside (135),885,"{'type': 'MultiPoint', 'coordinates': [[-79.21202255, 43.78954659]]}"
886,GO-20151692243,2015,D43,Shooting,2015-10-01T00:00:00,134,Highland Creek (134),886,"{'type': 'MultiPoint', 'coordinates': [[-79.15455554, 43.79357722]]}"
887,GO-20151791234,2015,D23,Shooting,2015-10-17T00:00:00,1,West Humber-Clairville (1),887,"{'type': 'MultiPoint', 'coordinates': [[-79.59552737, 43.68675813]]}"
888,GO-20151869657,2015,D51,Shooting,2015-10-31T00:00:00,76,Bay Street Corridor (76),888,"{'type': 'MultiPoint', 'coordinates': [[-79.38581622, 43.66799576]]}"
889,GO-20151899333,2015,D53,Shooting,2015-11-04T00:00:00,55,Thorncliffe Park (55),889,"{'type': 'MultiPoint', 'coordinates': [[-79.35542239, 43.71552389]]}"
890,GO-20151783770,2015,D55,Other,2015-11-10T00:00:00,64,Woodbine Corridor (64),890,"{'type': 'MultiPoint', 'coordinates': [[-79.31186665, 43.68037567]]}"
891,GO-20151939320,2015,D41,Other,2015-11-10T00:00:00,120,Clairlea-Birchmount (120),891,"{'type': 'MultiPoint', 'coordinates': [[-79.27293661, 43.71379396]]}"
892,GO-20151947851,2015,D51,Stabbing,2015-11-13T00:00:00,71,Cabbagetown-South St.James Town (71),892,"{'type': 'MultiPoint', 'coordinates': [[-79.37373773, 43.66729501]]}"
893,GO-20151950148,2015,D42,Stabbing,2015-11-13T00:00:00,118,Tam O'Shanter-Sullivan (118),893,"{'type': 'MultiPoint', 'coordinates': [[-79.31116492, 43.77797984]]}"
894,GO-20151975144,2015,D23,Shooting,2015-11-17T00:00:00,1,West Humber-Clairville (1),894,"{'type': 'MultiPoint', 'coordinates': [[-79.60405697, 43.73184462]]}"
895,GO-20152050482,2015,D23,Shooting,2015-11-30T00:00:00,2,Mount Olive-Silverstone-Jamestown (2),895,"{'type': 'MultiPoint', 'coordinates': [[-79.58207638, 43.74326507]]}"
896,GO-20152123843,2015,D52,Shooting,2015-12-11T00:00:00,77,Waterfront Communities-The Island (77),896,"{'type': 'MultiPoint', 'coordinates': [[-79.39281928, 43.64732006]]}"
897,GO-20152125474,2015,D33,Shooting,2015-12-11T00:00:00,53,Henry Farm (53),897,"{'type': 'MultiPoint', 'coordinates': [[-79.34112804, 43.77621386]]}"
